Temperature (K),Hard Sphere B2 (Å^3/mol),Square Well B2 (Å^3/mol),Lennard Jones B2 (Å^3/mol)
688.5885885885886,4.938475327929691e+25,2.7787517771995403e+25,1.606188126121082e+25
689.2892892892893,4.938475327929691e+25,2.7811372428117493e+25,1.6081256693832352e+25
689.98998998999,4.938475327929691e+25,2.78351745604385e+25,1.6100584983812753e+25
690.6906906906906,4.938475327929691e+25,2.7858924341893346e+25,1.61198662865658e+25
691.3913913913914,4.938475327929691e+25,2.7882621944660018e+25,1.613910075683818e+25
692.0920920920921,4.938475327929691e+25,2.7906267540163595e+25,1.6158288548713222e+25
692.7927927927927,4.938475327929691e+25,2.7929861299080542e+25,1.6177429815614156e+25
693.4934934934935,4.938475327929691e+25,2.7953403391342666e+25,1.6196524710307854e+25
694.1941941941942,4.938475327929691e+25,2.7976893986141157e+25,1.621557338490818e+25
694.8948948948948,4.938475327929691e+25,2.8000333251930655e+25,1.6234575990879488e+25
695.5955955955956,4.938475327929691e+25,2.8023721356433202e+25,1.6253532679040083e+25
696.2962962962963,4.938475327929691e+25,2.8047058466642324e+25,1.6272443599565455e+25
696.9969969969969,4.938475327929691e+25,2.807034474882677e+25,1.629130890199201e+25
697.6976976976977,4.938475327929691e+25,2.8093580368534674e+25,1.631012873522012e+25
698.3983983983984,4.938475327929691e+25,2.811676549059728e+25,1.6328903247517603e+25
699.099099099099,4.938475327929691e+25,2.8139900279132832e+25,1.6347632586523055e+25
699.7997997997998,4.938475327929691e+25,2.8162984897550528e+25,1.6366316899249213e+25
700.5005005005005,4.938475327929691e+25,2.818601950855417e+25,1.638495633208602e+25
701.2012012012012,4.938475327929691e+25,2.8209004274146105e+25,1.6403551030804183e+25
701.9019019019019,4.938475327929691e+25,2.8231939355630965e+25,1.6422101140558199e+25
702.6026026026026,4.938475327929691e+25,2.8254824913619283e+25,1.644060680588968e+25
703.3033033033033,4.938475327929691e+25,2.827766110803147e+25,1.6459068170730565e+25
704.004004004004,4.938475327929691e+25,2.8300448098101204e+25,1.6477485378406187e+25
704.7047047047047,4.938475327929691e+25,2.8323186042379382e+25,1.6495858571638653e+25
705.4054054054054,4.938475327929691e+25,2.8345875098737614e+25,1.6514187892549661e+25
706.106106106106,4.938475327929691e+25,2.8368515424371887e+25,1.6532473482664078e+25
706.8068068068068,4.938475327929691e+25,2.8391107175806134e+25,1.6550715482912626e+25
707.5075075075075,4.938475327929691e+25,2.8413650508895927e+25,1.6568914033635164e+25
708.2082082082081,4.938475327929691e+25,2.843614557883188e+25,1.6587069274583738e+25
708.9089089089089,4.938475327929691e+25,2.8458592540143355e+25,1.6605181344925606e+25
709.6096096096096,4.938475327929691e+25,2.8480991546701813e+25,1.6623250383246244e+25
710.3103103103103,4.938475327929691e+25,2.850334275172441e+25,1.664127652755257e+25
711.011011011011,4.938475327929691e+25,2.852564630777741e+25,1.6659259915275454e+25
711.7117117117117,4.938475327929691e+25,2.8547902366779675e+25,1.6677200683273282e+25
712.4124124124124,4.938475327929691e+25,2.85701110800061e+25,1.6695098967834452e+25
713.1131131131131,4.938475327929691e+25,2.8592272598090932e+25,1.6712954904680544e+25
713.8138138138138,4.938475327929691e+25,2.8614387071031214e+25,1.6730768628969135e+25
714.5145145145145,4.938475327929691e+25,2.8636454648190183e+25,1.6748540275296876e+25
715.2152152152152,4.938475327929691e+25,2.865847547830053e+25,1.6766269977702122e+25
715.9159159159159,4.938475327929691e+25,2.868044970946775e+25,1.6783957869667884e+25
716.6166166166166,4.938475327929691e+25,2.8702377489173408e+25,1.6801604084124781e+25
717.3173173173172,4.938475327929691e+25,2.8724258964278553e+25,1.681920875345382e+25
718.018018018018,4.938475327929691e+25,2.8746094281026785e+25,1.6836772009489164e+25
718.7187187187187,4.938475327929691e+25,2.8767883585047573e+25,1.6854293983520954e+25
719.4194194194193,4.938475327929691e+25,2.878962702135951e+25,1.6871774806298106e+25
720.1201201201201,4.938475327929691e+25,2.881132473437345e+25,1.6889214608030976e+25
720.8208208208208,4.938475327929691e+25,2.8832976867895714e+25,1.6906613518394322e+25
721.5215215215215,4.938475327929691e+25,2.885458356513122e+25,1.6923971666529761e+25
722.2222222222222,4.938475327929691e+25,2.887614496868662e+25,1.6941289181048684e+25
722.9229229229229,4.938475327929691e+25,2.8897661220573518e+25,1.6958566190034886e+25
723.6236236236236,4.938475327929691e+25,2.8919132462211315e+25,1.6975802821047252e+25
724.3243243243243,4.938475327929691e+25,2.8940558834430597e+25,1.6992999201122321e+25
725.025025025025,4.938475327929691e+25,2.896194047747597e+25,1.7010155456777173e+25
725.7257257257257,4.938475327929691e+25,2.8983277531009207e+25,1.7027271714011702e+25
726.4264264264264,4.938475327929691e+25,2.9004570134112207e+25,1.7044348098311666e+25
727.1271271271271,4.938475327929691e+25,2.9025818425290016e+25,1.7061384734650839e+25
727.8278278278278,4.938475327929691e+25,2.9047022542473836e+25,1.7078381747494063e+25
728.5285285285285,4.938475327929691e+25,2.9068182623023986e+25,1.7095339260799303e+25
729.2292292292292,4.938475327929691e+25,2.9089298803732806e+25,1.7112257398020638e+25
729.9299299299299,4.938475327929691e+25,2.911037122082765e+25,1.712913628211046e+25
730.6306306306307,4.938475327929691e+25,2.9131400009973663e+25,1.7145976035522384e+25
731.3313313313313,4.938475327929691e+25,2.9152385306276887e+25,1.7162776780213324e+25
732.032032032032,4.938475327929691e+25,2.917332724428696e+25,1.7179538637646343e+25
732.7327327327328,4.938475327929691e+25,2.9194225957999967e+25,1.7196261728792787e+25
733.4334334334334,4.938475327929691e+25,2.9215081580861474e+25,1.7212946174135074e+25
734.1341341341341,4.938475327929691e+25,2.9235894245769083e+25,1.7229592093669028e+25
734.8348348348349,4.938475327929691e+25,2.925666408507545e+25,1.7246199606906162e+25
735.5355355355355,4.938475327929691e+25,2.927739123059095e+25,1.7262768832876314e+25
736.2362362362362,4.938475327929691e+25,2.92980758135865e+25,1.727929989012993e+25
736.936936936937,4.938475327929691e+25,2.9318717964796282e+25,1.7295792896740447e+25
737.6376376376376,4.938475327929691e+25,2.9339317814420528e+25,1.731224797030672e+25
738.3383383383383,4.938475327929691e+25,2.935987549212817e+25,1.7328665227955416e+25
739.039039039039,4.938475327929691e+25,2.938039112705965e+25,1.7345044786343134e+25
739.7397397397397,4.938475327929691e+25,2.9400864847829396e+25,1.7361386761659151e+25
740.4404404404404,4.938475327929691e+25,2.9421296782528752e+25,1.7377691269627355e+25
741.1411411411411,4.938475327929691e+25,2.9441687058728477e+25,1.7393958425508673e+25
741.8418418418419,4.938475327929691e+25,2.9462035803481415e+25,1.7410188344103453e+25
742.5425425425425,4.938475327929691e+25,2.9482343143325096e+25,1.7426381139753695e+25
743.2432432432432,4.938475327929691e+25,2.9502609204284437e+25,1.744253692634523e+25
743.943943943944,4.938475327929691e+25,2.9522834111874146e+25,1.745865581731e+25
744.6446446446446,4.938475327929691e+25,2.954301799110146e+25,1.7474737925628546e+25
745.3453453453453,4.938475327929691e+25,2.9563160966468735e+25,1.7490783363831725e+25
746.0460460460461,4.938475327929691e+25,2.9583263161975774e+25,1.750679224400343e+25
746.7467467467467,4.938475327929691e+25,2.9603324701122554e+25,1.7522764677782485e+25
747.4474474474474,4.938475327929691e+25,2.9623345706911675e+25,1.7538700776364979e+25
748.1481481481482,4.938475327929691e+25,2.9643326301850883e+25,1.7554600650506296e+25
748.8488488488488,4.938475327929691e+25,2.9663266607955405e+25,1.7570464410523401e+25
749.5495495495495,4.938475327929691e+25,2.968316674675071e+25,1.7586292166297035e+25
750.2502502502502,4.938475327929691e+25,2.9703026839274648e+25,1.76020840272736e+25
750.950950950951,4.938475327929691e+25,2.97228470060801e+25,1.7617840102467573e+25
751.6516516516516,4.938475327929691e+25,2.974262736723727e+25,1.7633560500463424e+25
752.3523523523523,4.938475327929691e+25,2.9762368042336268e+25,1.7649245329417827e+25
753.0530530530531,4.938475327929691e+25,2.9782069150489257e+25,1.7664894697061584e+25
753.7537537537537,4.938475327929691e+25,2.9801730810333047e+25,1.7680508710701977e+25
754.4544544544544,4.938475327929691e+25,2.982135314003137e+25,1.7696087477224589e+25
755.1551551551552,4.938475327929691e+25,2.984093625727725e+25,1.7711631103095362e+25
755.8558558558558,4.938475327929691e+25,2.9860480279295272e+25,1.772713969436276e+25
756.5565565565565,4.938475327929691e+25,2.98799853228441e+25,1.774261335665977e+25
757.2572572572573,4.938475327929691e+25,2.9899451504218505e+25,1.7758052195205809e+25
757.9579579579579,4.938475327929691e+25,2.9918878939251917e+25,1.7773456314808845e+25
758.6586586586586,4.938475327929691e+25,2.993826774331857e+25,1.7788825819867347e+25
759.3593593593594,4.938475327929691e+25,2.9957618031335817e+25,1.7804160814372258e+25
760.06006006006,4.938475327929691e+25,2.997692991776633e+25,1.7819461401908933e+25
760.7607607607607,4.938475327929691e+25,2.999620351662047e+25,1.7834727685659124e+25
761.4614614614615,4.938475327929691e+25,3.0015438941458368e+25,1.7849959768402976e+25
762.1621621621622,4.938475327929691e+25,3.0034636305392222e+25,1.7865157752520885e+25
762.8628628628628,4.938475327929691e+25,3.0053795721088516e+25,1.7880321739995468e+25
763.5635635635635,4.938475327929691e+25,3.0072917300770143e+25,1.7895451832413457e+25
764.2642642642643,4.938475327929691e+25,3.009200115621862e+25,1.7910548130967501e+25
764.9649649649649,4.938475327929691e+25,3.011104739877628e+25,1.792561073645834e+25
765.6656656656656,4.938475327929691e+25,3.0130056139348395e+25,1.7940639749296365e+25
766.3663663663664,4.938475327929691e+25,3.0149027488405277e+25,1.7955635269503623e+25
767.067067067067,4.938475327929691e+25,3.0167961555984515e+25,1.7970597396715774e+25
767.7677677677677,4.938475327929691e+25,3.0186858451692933e+25,1.7985526230183735e+25
768.4684684684685,4.938475327929691e+25,3.020571828470885e+25,1.800042186877566e+25
769.1691691691691,4.938475327929691e+25,3.022454116378405e+25,1.8015284410978664e+25
769.8698698698698,4.938475327929691e+25,3.024332719724596e+25,1.8030113954900885e+25
770.5705705705706,4.938475327929691e+25,3.0262076492999567e+25,1.8044910598272883e+25
771.2712712712712,4.938475327929691e+25,3.0280789158529686e+25,1.8059674438449798e+25
771.9719719719719,4.938475327929691e+25,3.02994653009028e+25,1.8074405572412924e+25
772.6726726726727,4.938475327929691e+25,3.0318105026769217e+25,1.8089104096771556e+25
773.3733733733734,4.938475327929691e+25,3.033670844236499e+25,1.8103770107764793e+25
774.074074074074,4.938475327929691e+25,3.0355275653514014e+25,1.811840370126325e+25
774.7747747747748,4.938475327929691e+25,3.0373806765630035e+25,1.8133004972770813e+25
775.4754754754755,4.938475327929691e+25,3.0392301883718432e+25,1.8147574017426315e+25
776.1761761761761,4.938475327929691e+25,3.0410761112378485e+25,1.8162110930005366e+25
776.8768768768768,4.938475327929691e+25,3.0429184555805094e+25,1.8176615804921908e+25
777.5775775775776,4.938475327929691e+25,3.0447572317790877e+25,1.8191088736230285e+25
778.2782782782782,4.938475327929691e+25,3.0465924501728e+25,1.820552981762635e+25
778.978978978979,4.938475327929691e+25,3.0484241210610167e+25,1.8219939142449734e+25
779.6796796796797,4.938475327929691e+25,3.050252254703461e+25,1.8234316803685252e+25
780.3803803803803,4.938475327929691e+25,3.052076861320371e+25,1.8248662893964374e+25
781.081081081081,4.938475327929691e+25,3.05389795109273e+25,1.826297750556738e+25
781.7817817817818,4.938475327929691e+25,3.0557155341624183e+25,1.8277260730424592e+25
782.4824824824825,4.938475327929691e+25,3.057529620632422e+25,1.8291512660118191e+25
783.1831831831831,4.938475327929691e+25,3.05934022056701e+25,1.8305733385883732e+25
783.8838838838839,4.938475327929691e+25,3.06114734399192e+25,1.8319922998611969e+25
784.5845845845846,4.938475327929691e+25,3.06295100089455e+25,1.83340815888503e+25
785.2852852852852,4.938475327929691e+25,3.06475120122413e+25,1.8348209246804355e+25
785.985985985986,4.938475327929691e+25,3.066547954891905e+25,1.8362306062339676e+25
786.6866866866867,4.938475327929691e+25,3.068341271771331e+25,1.837637212498333e+25
787.3873873873873,4.938475327929691e+25,3.0701311616982305e+25,1.839040752392533e+25
788.088088088088,4.938475327929691e+25,3.071917634470993e+25,1.8404412348020502e+25
788.7887887887888,4.938475327929691e+25,3.073700699850744e+25,1.8418386685789606e+25
789.4894894894894,4.938475327929691e+25,3.075480367561513e+25,1.843233062542128e+25
790.1901901901902,4.938475327929691e+25,3.077256647290429e+25,1.8446244254773379e+25
790.8908908908909,4.938475327929691e+25,3.079029548687878e+25,1.8460127661374565e+25
791.5915915915915,4.938475327929691e+25,3.080799081367686e+25,1.8473980932425894e+25
792.2922922922922,4.938475327929691e+25,3.0825652549072825e+25,1.848780415480213e+25
792.992992992993,4.938475327929691e+25,3.084328078847886e+25,1.8501597415053487e+25
793.6936936936937,4.938475327929691e+25,3.0860875626946616e+25,1.8515360799407026e+25
794.3943943943943,4.938475327929691e+25,3.087843715916903e+25,1.8529094393768158e+25
795.0950950950951,4.938475327929691e+25,3.0895965479481855e+25,1.8542798283722097e+25
795.7957957957958,4.938475327929691e+25,3.0913460681865526e+25,1.85564725545354e+25
796.4964964964964,4.938475327929691e+25,3.093092285994669e+25,1.8570117291157315e+25
797.1971971971972,4.938475327929691e+25,3.094835210699991e+25,1.858373257822143e+25
797.8978978978979,4.938475327929691e+25,3.096574851594935e+25,1.8597318500046812e+25
798.5985985985985,4.938475327929691e+25,3.098311217937037e+25,1.8610875140640053e+25
799.2992992992993,4.938475327929691e+25,3.100044318949116e+25,1.8624402583695823e+25
800.0,4.938475327929691e+25,3.1017741638194414e+25,1.8637900912599145e+25
